ObjectID,Latitude,Longitude,EnterpriseID,RegionalID,GeoID,OperatingStatTypeCode,OperatingFutureStatTypeCode,ServEffectiveDate,StopTypeCode,AtStreet,OnStreet,StopHeading,PositionTypeCode,LocationDesc,MessageText,InventorySurveyorTypeCode,StopInvenSurvDate,BenchCount,InfocaseOwner,BikeRacks,PostedRouteSched,PostedVicinMap,PostedRouteMap,PedPadSizeTypeCode,PedPadMaterialTypeCode,PedPadObstructTypeCode,PedPadCurbConnection,BusRearDoorPedPad,BusRearDoorPedPadObstruction,SidewalkWidth,SidewalkCurbConnection,SidewalkPedPadConnection,SidewalkSlopeWheelchairViable,SidewalkObstructionTypeCode,SidewalkImpedanceTypeCode,NearSideCurbRampSlope,NearSideCurbRamp,FarSideCurbRamp,AtStreetCurbRamp,AtStreetOppCurbRamp,OnStreetNearSideCrosswalk,OnStreetFarSideCrosswalk,AtStreetCrosswalk,AtStreetOppCrosswalk,OnStreetStopSignOrLight,OnStreetPedCrossingSignal,AtStreetPedCrossingSignal,ParkingRestrictTypeCode,NoParkingZoneLength,ConflictingNoParkingSigns,StreetLightWithin30Ft,LEDDisplay,AccessibilityRating
4931,38.902606,-77.041436,1307491,1001236,6048,PRS,NON,"DateObject[{1964, 11, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,18TH ST NW,K ST NW,"Quantity[271, ""AngularDegrees""]",NEA,,K ST NW + 18TH ST NW,KFH Associates,"DateObject[{2006, 7, 14, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,TRUE,FALSE,TRUE,58U,BRK,NON,TRUE,FALSE,E,"Quantity[2, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[5.9, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,TRUE,,TRUE
4932,39.102611,-76.869905,1301036,3002550,11456,PRS,NON,"DateObject[{1986, 3, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,VAN DUSEN RD,GORMAN AVE,"Quantity[95, ""AngularDegrees""]",FAR,@ SPEED LIMIT SIGN,GORMAN AVE + VAN DUSEN RD,KFH Associates,"DateObject[{2006, 10, 20, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,"Quantity[6, ""Percent""]",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,No Parking Lane,,,FALSE,,FALSE
4933,38.876869,-77.195577,1302752,5001355,4292,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BISVEY DR,LEE HWY,"Quantity[255, ""AngularDegrees""]",MIX,@ STEPS OPPO LITTLE FALLS PL; W END OF APTS,LEE HWY + BISVEY DR,KFH Associates,"DateObject[{2012, 4, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[3, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[6.4, ""Percent""]",FALSE,TRUE,,TRUE,FALSE,TRUE,E,TRUE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
4934,38.939835,-76.934214,1301407,3002889,14683,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ANNAPOLIS RD,EDMONSTON RD,"Quantity[360, ""AngularDegrees""]",FAR,,EDMONSTON RD + ANNAPOLIS RD,KFH Associates,"DateObject[{2006, 9, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[1.8, ""Percent""]",FALSE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,TRUE
4935,38.963645,-77.003926,1308758,1002712,9059,PRS,NON,"DateObject[{1949, 8, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,QUACKENBOS ST NE,NEW HAMPSHIRE AVE NE,"Quantity[30, ""AngularDegrees""]",NEA,,NEW HAMPSHIRE AVE NE + QUACKENBOS ST NE,KFH Associates,"DateObject[{2006, 7, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[3.2, ""Percent""]",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4936,39.078665,-77.130857,1309487,2000851,11174,PRS,NON,"DateObject[{1960, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,EDMONSTON DR,VEIRS MILL RD,"Quantity[282, ""AngularDegrees""]",NEA,100' N OF ---,VEIRS MILL RD + EDMONSTON DR,KFH Associates,"DateObject[{2012, 2, 2, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[5.5, ""Percent""]",FALSE,TRUE,TRUE,E,FALSE,TRUE,TRUE,E,TRUE,TRUE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,
4937,38.884681,-77.24401,1302454,5001409,4713,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,DESALE ST SW,CEDAR LN,"Quantity[24, ""AngularDegrees""]",,,CEDAR LN + DESALE ST SW,KFH Associates,"DateObject[{2012, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,<58,ASP,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,TRUE,TRUE,NON,NON,"Quantity[5.5, ""Percent""]",TRUE,FALSE,,TRUE,TRUE,FALSE,E,FALSE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
4938,38.898948,-76.893687,1301636,3001066,5764,PRS,NON,"DateObject[{1969, 8, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,FERNLEAF AVE,SEAT PLEASANT DR,"Quantity[73, ""AngularDegrees""]",NEA,,SEAT PLEASANT DR + FERNLEAF AVE,KFH Associates,"DateObject[{2006, 11, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,,,"Quantity[3.9, ""Percent""]",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,Allowed Unmarked,,,TRUE,,FALSE
4939,38.81615,-76.893579,1303588,3000422,1252,PRS,NON,"DateObject[{1977, 6, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,COMMAND DR,ALLENTOWN RD,"Quantity[216, ""AngularDegrees""]",FAR,,ALLENTOWN RD + COMMAND DR,KFH Associates,"DateObject[{2006, 10, 4, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[7, ""Percent""]",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,No Parking Lane,,,TRUE,,FALSE
4940,38.987936,-76.877602,1311225,3002186,9808,PRS,NON,"DateObject[{1990, 9, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,GREENBROOK DR,HANOVER PKY,"Quantity[330, ""AngularDegrees""]",NEA,@ CATCH BASIN,HANOVER PKY + GREENBROOK DR,KFH Associates,"DateObject[{2006, 10, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[5.2, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
4941,39.02418,-77.135925,1305999,2000382,10459,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,DEMOCRACY PLAZA,FERNWOOD RD,"Quantity[152, ""AngularDegrees""]",NEA,,FERNWOOD RD + DEMOCRACY PLAZA,KFH Associates,"DateObject[{2012, 2, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,CLRC,FALSE,FALSE,TRUE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[5, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[6.5, ""Percent""]",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
4942,38.975999,-77.035014,1308453,1002929,11835,PRS,NON,"DateObject[{1938, 6, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,DAHLIA ST NW,ALASKA AVE NW,"Quantity[40, ""AngularDegrees""]",FAR,,ALASKA AVE NW + DAHLIA ST NW,KFH Associates,"DateObject[{2006, 4, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,TRUE,TRUE,NON,SLP,"Quantity[6.7, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4943,38.867577,-77.274681,1300022,5001187,3780,PRS,NON,"DateObject[{1983, 8, 20, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BLAKE LN,BLAKE LN,"Quantity[126, ""AngularDegrees""]",NEA,225' W OF LEE HWY,BLAKE LN + BLAKE LN,KFH Associates,"DateObject[{2012, 4, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,TRUE,NON,NON,"Quantity[6.5, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
4944,38.817472,-77.113545,1303507,4000202,1285,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,N LATHAM ST,TANEY AVE,"Quantity[122, ""AngularDegrees""]",NEA,,TANEY AVE + N LATHAM ST,KFH Associates,"DateObject[{2009, 2, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[2, ""Feet""]",TRUE,TRUE,FALSE,LSC,,"Quantity[4, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Allowed Marked,,,FALSE,,FALSE
4945,38.935664,-77.032635,1301722,1002202,18174,PRS,NON,"DateObject[{1962, 2, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,PARKWOOD PL NW,14TH ST NW,"Quantity[1, ""AngularDegrees""]",FAR,,14TH ST NW + PARKWOOD PL NW,KFH Associates,"DateObject[{2006, 6, 2, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[3.8, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4946,38.909496,-77.044795,1307148,1001423,6447,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,P ST NW,20TH ST NW,"Quantity[360, ""AngularDegrees""]",NEA,,20TH ST NW + P ST NW,KFH Associates,"DateObject[{2006, 7, 20, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",2,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[11, ""Feet""]",TRUE,TRUE,FALSE,NON,UPV,"Quantity[9.3, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,TRUE
4947,38.933189,-76.979996,1305659,1002149,7745,PRS,NON,"DateObject[{1962, 10, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,18TH ST NE,MONROE ST NE,"Quantity[266, ""AngularDegrees""]",FAR,BUS BAY,MONROE ST NE + 18TH ST NE,KFH Associates,"DateObject[{2006, 8, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[4.3, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
4948,38.858494,-77.306456,1300473,5001076,3247,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,CHAIN BRIDGE RD,FAIRFAX BLVD,"Quantity[66, ""AngularDegrees""]",,100' E OF -,FAIRFAX BLVD + CHAIN BRIDGE RD,KFH Associates,"DateObject[{2007, 4, 16, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,UPV,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
4949,39.041857,-77.052037,1300701,2000533,10685,PRS,NON,"DateObject[{1992, 10, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,UNIVERSITY BLVD W,GEORGIA AVE,"Quantity[169, ""AngularDegrees""]",NEA,N OF DRWY TO ANCHOR INN,GEORGIA AVE + UNIVERSITY BLVD W,KFH Associates,"DateObject[{2012, 3, 8, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,BRK,NON,TRUE,TRUE,FALSE,"Quantity[3, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[7, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
4950,39.023898,-76.922956,1310859,3002450,10457,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,SOUTH DR,BALTIMORE AVE,"Quantity[41, ""AngularDegrees""]",FAX,N OF ENTR NAT'L AGRICULTURE LIBRARY,BALTIMORE AVE + SOUTH DR,KFH Associates,"DateObject[{2006, 10, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[6.8, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,TRUE,,FALSE
4951,39.075272,-77.115992,1309476,2000811,11121,PRS,NON,"DateObject[{1960, 4, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ATLANTIC AVE,VEIRS MILL RD,"Quantity[291, ""AngularDegrees""]",FAX,FRT OF TWINBROOK PLAZA,VEIRS MILL RD + ATLANTIC AVE,KFH Associates,"DateObject[{2012, 2, 2, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,,NON,NON,"Quantity[0.8, ""Percent""]",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
4952,38.957727,-76.825018,1310643,3003003,14801,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,SELTZER RD,ANNAPOLIS RD,"Quantity[127, ""AngularDegrees""]",FAR,@ PEPCO POLE #1734,ANNAPOLIS RD + SELTZER RD,KFH Associates,"DateObject[{2006, 11, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
4953,39.06648,-77.01949,1300977,2001169,15281,PRS,NON,"DateObject[{1997, 11, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,KOREAN BAPTIST CHURCH,RANDOLPH RD,"Quantity[67, ""AngularDegrees""]",NEX,40' E OF PEPCO POLE #794448-3299,RANDOLPH RD + KOREAN BAPTIST CHURCH,KFH Associates,"DateObject[{2012, 3, 2, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[7, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,FALSE
4954,38.992346,-76.933147,1310838,3002235,9898,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,NAVAHOE ST,BALTIMORE AVE,"Quantity[19, ""AngularDegrees""]",FAR,,BALTIMORE AVE + NAVAHOE ST,KFH Associates,"DateObject[{2006, 6, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[8.7, ""Percent""]",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,FALSE,TRUE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4955,38.968282,-76.938435,1310822,3001920,9243,PRS,NON,"DateObject[{1991, 4, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,UNDERWOOD ST,BALTIMORE AVE,"Quantity[6, ""AngularDegrees""]",NEX,S OF REAR ENTR TO NAT'L GUARD ARMORY,BALTIMORE AVE + UNDERWOOD ST,KFH Associates,"DateObject[{2006, 9, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,UPV,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
4956,38.905626,-76.840633,1310277,3003101,14899,PRS,NON,"DateObject[{2002, 6, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,LOTTSFORD RD,APOLLO DR,"Quantity[94, ""AngularDegrees""]",FAR,,APOLLO DR + LOTTSFORD RD,KFH Associates,"DateObject[{2006, 8, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,"Quantity[3.3, ""Percent""]",FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No Parking Per Sign,,FALSE,FALSE,,FALSE
4957,38.914245,-77.036612,1307188,1003132,13225,PRS,NON,"DateObject[{2000, 3, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,S ST NW,16TH ST NW,"Quantity[179, ""AngularDegrees""]",NEA,IN TREE BOX @ XWALK,16TH ST NW + S ST NW,KFH Associates,"DateObject[{2009, 7, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[8, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[5.1, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,FALSE,,TRUE
4958,39.004276,-76.980456,1305643,3002364,10188,PRS,NON,"DateObject[{1993, 12, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,NEW HAMPSHIRE AVE,METZEROTT RD,"Quantity[282, ""AngularDegrees""]",NEA,@ MAIL BOX; E OF 1ST DRWY,METZEROTT RD + NEW HAMPSHIRE AVE,KFH Associates,"DateObject[{2006, 9, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,TRUE,NON,,"Quantity[6.4, ""Percent""]",TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
4959,38.854355,-77.318116,1300467,5001040,2990,PRS,NON,"DateObject[{1976, 7, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,FAIRCHESTER DR,FAIRFAX BLVD,"Quantity[243, ""AngularDegrees""]",NEA,,FAIRFAX BLVD + FAIRCHESTER DR,Fairfax County,"DateObject[{2007, 4, 14, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[4.2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,FALSE
4960,39.011259,-76.979186,1305667,2000305,10333,PRS,NON,"DateObject[{1986, 9, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,DILSTON RD,NEW HAMPSHIRE AVE,"Quantity[202, ""AngularDegrees""]",FAR,@ NO PARKING SIGN,NEW HAMPSHIRE AVE + DILSTON RD,KFH Associates,"DateObject[{2012, 2, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[6.1, ""Percent""]",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[10, ""Feet""]",FALSE,TRUE,FALSE,FALSE
4961,39.009479,-77.081027,1309003,2000291,10300,PRS,NON,"DateObject[{1965, 9, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,CULVER ST,CONNECTICUT AVE,"Quantity[171, ""AngularDegrees""]",NEA,,CONNECTICUT AVE + CULVER ST,KFH Associates,"DateObject[{2012, 3, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[4, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[4.9, ""Percent""]",FALSE,FALSE,TRUE,E,FALSE,FALSE,TRUE,E,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
4962,39.007878,-77.079933,1309001,2000277,10263,PRS,NON,"DateObject[{1991, 3, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BEACH DR,CONNECTICUT AVE,"Quantity[332, ""AngularDegrees""]",NEA,,CONNECTICUT AVE + BEACH DR,KFH Associates,"DateObject[{2012, 3, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[5, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[2.2, ""Percent""]",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
4963,39.04606,-76.986349,1301046,2000562,10734,PRS,NON,"DateObject[{1980, 6, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,OLD COLUMBIA PIKE,STEWART LN,"Quantity[123, ""AngularDegrees""]",FAR,@ PEPCO POLE #803441-8258,STEWART LN + OLD COLUMBIA PIKE,KFH Associates,"DateObject[{2012, 2, 21, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[3, ""Feet""]",TRUE,TRUE,TRUE,FIR,NON,"Quantity[2, ""Percent""]",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Allowed Marked,,FALSE,FALSE,FALSE,FALSE
4964,38.956915,-76.815428,1310623,3001692,8741,PRS,NON,"DateObject[{1977, 10, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,LAKEVIEW LN,ANNAPOLIS RD,"Quantity[264, ""AngularDegrees""]",NEA,E OF DRWY,ANNAPOLIS RD + LAKEVIEW LN,KFH Associates,"DateObject[{2006, 11, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[7, ""Feet""]",FALSE,FALSE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
